Freq;Real;Imaginaria
1.85000000000000e+03;4.15272250439566e-01;4.92768919935526e-01
1.86000000000000e+03;4.17892643568446e-01;4.93212309274436e-01
1.87000000000000e+03;4.20503592739364e-01;4.93639869978764e-01
1.88000000000000e+03;4.23105036924995e-01;4.94051783372648e-01
1.89000000000000e+03;4.25696917545309e-01;4.94448229785214e-01
1.90000000000000e+03;4.28279178427025e-01;4.94829388529923e-01
1.91000000000000e+03;4.30851765763307e-01;4.95195437884829e-01
1.92000000000000e+03;4.33414628073684e-01;4.95546555073723e-01
1.93000000000000e+03;4.35967716164241e-01;4.95882916248157e-01
1.94000000000000e+03;4.38510983088055e-01;4.96204696470320e-01
1.95000000000000e+03;4.41044384105922e-01;4.96512069696750e-01
1.96000000000000e+03;4.43567876647356e-01;4.96805208762863e-01
1.97000000000000e+03;4.46081420271901e-01;4.97084285368291e-01
1.98000000000000e+03;4.48584976630725e-01;4.97349470062990e-01
1.99000000000000e+03;4.51078509428551e-01;4.97600932234122e-01
2.00000000000000e+03;4.53561984385894e-01;4.97838840093683e-01
2.01000000000000e+03;4.56035369201635e-01;4.98063360666857e-01
2.02000000000000e+03;4.58498633515931e-01;4.98274659781084e-01
2.03000000000000e+03;4.60951748873469e-01;4.98472902055828e-01
2.04000000000000e+03;4.63394688687071e-01;4.98658250893017e-01
2.05000000000000e+03;4.65827428201656e-01;4.98830868468148e-01
2.06000000000000e+03;4.68249944458565e-01;4.98990915722036e-01
2.07000000000000e+03;4.70662216260249e-01;4.99138552353191e-01
2.08000000000000e+03;4.73064224135334e-01;4.99273936810814e-01
2.09000000000000e+03;4.75455950304063e-01;4.99397226288376e-01
2.10000000000000e+03;4.77837378644112e-01;4.99508576717793e-01
2.11000000000000e+03;4.80208494656795e-01;4.99608142764157e-01
2.12000000000000e+03;4.82569285433656e-01;4.99696077821016e-01
2.13000000000000e+03;4.84919739623451e-01;4.99772534006197e-01
2.14000000000000e+03;4.87259847399517e-01;4.99837662158142e-01
2.15000000000000e+03;4.89589600427543e-01;4.99891611832747e-01
2.16000000000000e+03;4.91908991833737e-01;4.99934531300703e-01
2.17000000000000e+03;4.94218016173384e-01;4.99966567545300e-01
2.18000000000000e+03;4.96516669399809e-01;4.99987866260702e-01
2.19000000000000e+03;4.98804948833743e-01;4.99998571850670e-01
2.20000000000000e+03;5.01082853133086e-01;4.99998827427717e-01
2.21000000000000e+03;5.03350382263070e-01;4.99988774812686e-01
2.22000000000000e+03;5.05607537466829e-01;4.99968554534741e-01
2.23000000000000e+03;5.07854321236369e-01;4.99938305831746e-01
2.24000000000000e+03;5.10090737283939e-01;4.99898166651036e-01
2.25000000000000e+03;5.12316790513802e-01;4.99848273650554e-01
2.26000000000000e+03;5.14532486994413e-01;4.99788762200349e-01
2.27000000000000e+03;5.16737833930989e-01;4.99719766384419e-01
2.28000000000000e+03;5.18932839638481e-01;4.99641419002892e-01
2.29000000000000e+03;5.21117513514945e-01;4.99553851574529e-01
2.30000000000000e+03;5.23291866015309e-01;4.99457194339540e-01
2.31000000000000e+03;5.25455908625531e-01;4.99351576262706e-01
2.32000000000000e+03;5.27609653837155e-01;4.99237125036783e-01
2.33000000000000e+03;5.29753115122250e-01;4.99113967086198e-01
2.34000000000000e+03;5.31886306908752e-01;4.98982227571004e-01
2.35000000000000e+03;5.34009244556176e-01;4.98842030391103e-01
2.36000000000000e+03;5.36121944331725e-01;4.98693498190718e-01
2.37000000000000e+03;5.38224423386773e-01;4.98536752363102e-01
2.38000000000000e+03;5.40316699733735e-01;4.98371913055481e-01
2.39000000000000e+03;5.42398792223306e-01;4.98199099174221e-01
2.40000000000000e+03;5.44470720522082e-01;4.98018428390202e-01
2.41000000000000e+03;5.46532505090542e-01;4.97830017144405e-01
2.42000000000000e+03;5.48584167161410e-01;4.97633980653685e-01
2.43000000000000e+03;5.50625728718375e-01;4.97430432916738e-01
2.44000000000000e+03;5.52657212475172e-01;4.97219486720246e-01
2.45000000000000e+03;5.54678641855028e-01;4.97001253645189e-01
2.46000000000000e+03;5.56690040970458e-01;4.96775844073328e-01
2.47000000000000e+03;5.58691434603417e-01;4.96543367193836e-01
2.48000000000000e+03;5.60682848185799e-01;4.96303931010081e-01
2.49000000000000e+03;5.62664307780280e-01;4.96057642346551e-01
2.50000000000000e+03;5.64635840061507e-01;4.95804606855910e-01
2.51000000000000e+03;5.66597472297624e-01;4.95544929026186e-01
2.52000000000000e+03;5.68549232332130e-01;4.95278712188073e-01
2.53000000000000e+03;5.70491148566070e-01;4.95006058522354e-01
2.54000000000000e+03;5.72423249940555e-01;4.94727069067428e-01
2.55000000000000e+03;5.74345565919608e-01;4.94441843726938e-01
2.56000000000000e+03;5.76258126473317e-01;4.94150481277495e-01
2.57000000000000e+03;5.78160962061326e-01;4.93853079376496e-01
2.58000000000000e+03;5.80054103616616e-01;4.93549734570023e-01
2.59000000000000e+03;5.81937582529613e-01;4.93240542300816e-01
2.60000000000000e+03;5.83811430632590e-01;4.92925596916328e-01
2.61000000000000e+03;5.85675680184374e-01;4.92604991676845e-01
2.62000000000000e+03;5.87530363855348e-01;4.92278818763666e-01
2.63000000000000e+03;5.89375514712751e-01;4.91947169287344e-01
2.64000000000000e+03;5.91211166206264e-01;4.91610133295982e-01
2.65000000000000e+03;5.93037352153882e-01;4.91267799783575e-01
2.66000000000000e+03;5.94854106728068e-01;4.90920256698397e-01
2.67000000000000e+03;5.96661464442189e-01;4.90567590951432e-01
2.68000000000000e+03;5.98459460137217e-01;4.90209888424834e-01
2.69000000000000e+03;6.00248128968713e-01;4.89847233980424e-01
2.70000000000000e+03;6.02027506394067e-01;4.89479711468217e-01
2.71000000000000e+03;6.03797628160006e-01;4.89107403734964e-01
2.72000000000000e+03;6.05558530290358e-01;4.88730392632727e-01
2.73000000000000e+03;6.07310249074079e-01;4.88348759027459e-01
2.74000000000000e+03;6.09052821053517e-01;4.87962582807606e-01
2.75000000000000e+03;6.10786283012941e-01;4.87571942892715e-01
2.76000000000000e+03;6.12510671967299e-01;4.87176917242050e-01
2.77000000000000e+03;6.14226025151227e-01;4.86777582863212e-01
2.78000000000000e+03;6.15932380008286e-01;4.86374015820761e-01
2.79000000000000e+03;6.17629774180443e-01;4.85966291244833e-01
2.80000000000000e+03;6.19318245497768e-01;4.85554483339753e-01
2.81000000000000e+03;6.20997831968369e-01;4.85138665392643e-01
2.82000000000000e+03;6.22668571768538e-01;4.84718909782017e-01
2.83000000000000e+03;6.24330503233127e-01;4.84295287986366e-01
2.84000000000000e+03;6.25983664846131e-01;4.83867870592725e-01
2.85000000000000e+03;6.27628095231484e-01;4.83436727305222e-01
2.86000000000000e+03;6.29263833144065e-01;4.83001926953613e-01
2.87000000000000e+03;6.30890917460911e-01;4.82563537501789e-01
2.88000000000000e+03;6.32509387172621e-01;4.82121626056264e-01
2.89000000000000e+03;6.34119281374972e-01;4.81676258874632e-01
2.90000000000000e+03;6.35720639260720e-01;4.81227501373999e-01
2.91000000000000e+03;6.37313500111594e-01;4.80775418139388e-01
2.92000000000000e+03;6.38897903290481e-01;4.80320072932111e-01
2.93000000000000e+03;6.40473888233794e-01;4.79861528698102e-01
2.94000000000000e+03;6.42041494444017e-01;4.79399847576228e-01
2.95000000000000e+03;6.43600761482439e-01;4.78935090906548e-01
2.96000000000000e+03;6.45151728962053e-01;4.78467319238552e-01
2.97000000000000e+03;6.46694436540632e-01;4.77996592339345e-01
2.98000000000000e+03;6.48228923913975e-01;4.77522969201802e-01
2.99000000000000e+03;6.49755230809316e-01;4.77046508052672e-01
3.00000000000000e+03;6.51273396978898e-01;4.76567266360652e-01
3.01000000000000e+03;6.52783462193705e-01;4.76085300844402e-01
3.02000000000000e+03;6.54285466237358e-01;4.75600667480525e-01
3.03000000000000e+03;6.55779448900155e-01;4.75113421511500e-01
3.04000000000000e+03;6.57265449973271e-01;4.74623617453561e-01
3.05000000000000e+03;6.58743509243103e-01;4.74131309104540e-01
3.06000000000000e+03;6.60213666485761e-01;4.73636549551647e-01
3.07000000000000e+03;6.61675961461704e-01;4.73139391179210e-01
3.08000000000000e+03;6.63130433910517e-01;4.72639885676364e-01
3.09000000000000e+03;6.64577123545818e-01;4.72138084044683e-01
3.10000000000000e+03;6.66016070050316e-01;4.71634036605766e-01
3.11000000000000e+03;6.67447313070984e-01;4.71127793008763e-01
3.12000000000000e+03;6.68870892214374e-01;4.70619402237860e-01
3.13000000000000e+03;6.70286847042059e-01;4.70108912619698e-01
3.14000000000000e+03;6.71695217066190e-01;4.69596371830739e-01
3.15000000000000e+03;6.73096041745190e-01;4.69081826904590e-01
3.16000000000000e+03;6.74489360479556e-01;4.68565324239252e-01
3.17000000000000e+03;6.75875212607789e-01;4.68046909604331e-01
3.18000000000000e+03;6.77253637402431e-01;4.67526628148181e-01
3.19000000000000e+03;6.78624674066221e-01;4.67004524404996e-01
3.20000000000000e+03;6.79988361728358e-01;4.66480642301845e-01
3.21000000000000e+03;6.81344739440879e-01;4.65955025165648e-01
3.22000000000000e+03;6.82693846175137e-01;4.65427715730096e-01
3.23000000000000e+03;6.84035720818384e-01;4.64898756142515e-01
3.24000000000000e+03;6.85370402170464e-01;4.64368187970667e-01
3.25000000000000e+03;6.86697928940596e-01;4.63836052209498e-01
3.26000000000000e+03;6.88018339744262e-01;4.63302389287829e-01
3.27000000000000e+03;6.89331673100190e-01;4.62767239074983e-01
3.28000000000000e+03;6.90637967427426e-01;4.62230640887360e-01
3.29000000000000e+03;6.91937261042509e-01;4.61692633494947e-01
3.30000000000000e+03;6.93229592156723e-01;4.61153255127779e-01
3.31000000000000e+03;6.94514998873452e-01;4.60612543482329e-01
3.32000000000000e+03;6.95793519185606e-01;4.60070535727855e-01
3.33000000000000e+03;6.97065190973145e-01;4.59527268512673e-01
3.34000000000000e+03;6.98330052000676e-01;4.58982777970382e-01
3.35000000000000e+03;6.99588139915142e-01;4.58437099726029e-01
3.36000000000000e+03;7.00839492243577e-01;4.57890268902214e-01
3.37000000000000e+03;7.02084146390950e-01;4.57342320125135e-01
3.38000000000000e+03;7.03322139638078e-01;4.56793287530579e-01
3.39000000000000e+03;7.04553509139619e-01;4.56243204769855e-01
3.40000000000000e+03;7.05778291922132e-01;4.55692105015667e-01
3.41000000000000e+03;7.06996524882213e-01;4.55140020967930e-01
3.42000000000000e+03;7.08208244784698e-01;4.54586984859526e-01
3.43000000000000e+03;7.09413488260932e-01;4.54033028462015e-01
3.44000000000000e+03;7.10612291807110e-01;4.53478183091267e-01
3.45000000000000e+03;7.11804691782682e-01;4.52922479613061e-01
3.46000000000000e+03;7.12990724408812e-01;4.52365948448609e-01
3.47000000000000e+03;7.14170425766914e-01;4.51808619580037e-01
3.48000000000000e+03;7.15343831797240e-01;4.51250522555799e-01
3.49000000000000e+03;7.16510978297528e-01;4.50691686496043e-01
3.50000000000000e+03;7.17671900921706e-01;4.50132140097917e-01
3.51000000000000e+03;7.18826635178662e-01;4.49571911640824e-01
3.52000000000000e+03;7.19975216431059e-01;4.49011028991615e-01
3.53000000000000e+03;7.21117679894206e-01;4.48449519609737e-01
3.54000000000000e+03;7.22254060634988e-01;4.47887410552316e-01
3.55000000000000e+03;7.23384393570844e-01;4.47324728479196e-01
3.56000000000000e+03;7.24508713468791e-01;4.46761499657914e-01
3.57000000000000e+03;7.25627054944501e-01;4.46197749968634e-01
3.58000000000000e+03;7.26739452461431e-01;4.45633504909012e-01
3.59000000000000e+03;7.27845940329990e-01;4.45068789599027e-01
3.60000000000000e+03;7.28946552706761e-01;4.44503628785739e-01
3.61000000000000e+03;7.30041323593760e-01;4.43938046848016e-01
3.62000000000000e+03;7.31130286837743e-01;4.43372067801189e-01
3.63000000000000e+03;7.32213476129556e-01;4.42805715301675e-01
3.64000000000000e+03;7.33290925003523e-01;4.42239012651531e-01
3.65000000000000e+03;7.34362666836878e-01;4.41671982802969e-01
3.66000000000000e+03;7.35428734849236e-01;4.41104648362821e-01
3.67000000000000e+03;7.36489162102098e-01;4.40537031596945e-01
3.68000000000000e+03;7.37543981498403e-01;4.39969154434588e-01
3.69000000000000e+03;7.38593225782103e-01;4.39401038472704e-01
3.70000000000000e+03;7.39636927537790e-01;4.38832704980210e-01
3.71000000000000e+03;7.40675119190342e-01;4.38264174902209e-01
3.72000000000000e+03;7.41707833004616e-01;4.37695468864155e-01
3.73000000000000e+03;7.42735101085162e-01;4.37126607175972e-01
3.74000000000000e+03;7.43756955375982e-01;4.36557609836126e-01
3.75000000000000e+03;7.44773427660308e-01;4.35988496535659e-01
3.76000000000000e+03;7.45784549560422e-01;4.35419286662156e-01
3.77000000000000e+03;7.46790352537493e-01;4.34849999303691e-01
3.78000000000000e+03;7.47790867891459e-01;4.34280653252706e-01
3.79000000000000e+03;7.48786126760919e-01;4.33711267009862e-01
3.80000000000000e+03;7.49776160123069e-01;4.33141858787829e-01
3.81000000000000e+03;7.50760998793651e-01;4.32572446515044e-01
3.82000000000000e+03;7.51740673426942e-01;4.32003047839422e-01
3.83000000000000e+03;7.52715214515752e-01;4.31433680132019e-01
3.84000000000000e+03;7.53684652391465e-01;4.30864360490656e-01
3.85000000000000e+03;7.54649017224084e-01;4.30295105743498e-01
3.86000000000000e+03;7.55608339022318e-01;4.29725932452594e-01
3.87000000000000e+03;7.56562647633677e-01;4.29156856917372e-01
3.88000000000000e+03;7.57511972744601e-01;4.28587895178088e-01
3.89000000000000e+03;7.58456343880597e-01;4.28019063019248e-01
3.90000000000000e+03;7.59395790406411e-01;4.27450375972970e-01
3.91000000000000e+03;7.60330341526211e-01;4.26881849322323e-01
3.92000000000000e+03;7.61260026283791e-01;4.26313498104614e-01
3.93000000000000e+03;7.62184873562794e-01;4.25745337114644e-01
3.94000000000000e+03;7.63104912086959e-01;4.25177380907914e-01
3.95000000000000e+03;7.64020170420376e-01;4.24609643803807e-01
3.96000000000000e+03;7.64930676967768e-01;4.24042139888715e-01
3.97000000000000e+03;7.65836459974781e-01;4.23474883019143e-01
3.98000000000000e+03;7.66737547528300e-01;4.22907886824765e-01
3.99000000000000e+03;7.67633967556771e-01;4.22341164711447e-01
4.00000000000000e+03;7.68525747830547e-01;4.21774729864231e-01
4.01000000000000e+03;7.69412915962243e-01;4.21208595250288e-01
4.02000000000000e+03;7.70295499407107e-01;4.20642773621826e-01
4.03000000000000e+03;7.71173525463405e-01;4.20077277518968e-01
4.04000000000000e+03;7.72047021272822e-01;4.19512119272596e-01
4.05000000000000e+03;7.72916013820873e-01;4.18947311007154e-01
4.06000000000000e+03;7.73780529937326e-01;4.18382864643423e-01
4.07000000000000e+03;7.74640596296640e-01;4.17818791901257e-01
4.08000000000000e+03;7.75496239418414e-01;4.17255104302287e-01
4.09000000000000e+03;7.76347485667846e-01;4.16691813172589e-01
4.10000000000000e+03;7.77194361256204e-01;4.16128929645326e-01
4.11000000000000e+03;7.78036892241311e-01;4.15566464663348e-01
4.12000000000000e+03;7.78875104528031e-01;4.15004428981764e-01
4.13000000000000e+03;7.79709023868775e-01;4.14442833170484e-01
4.14000000000000e+03;7.80538675864010e-01;4.13881687616725e-01
4.15000000000000e+03;7.81364085962784e-01;4.13321002527487e-01
4.16000000000000e+03;7.82185279463250e-01;4.12760787932002e-01
4.17000000000000e+03;7.83002281513208e-01;4.12201053684144e-01
4.18000000000000e+03;7.83815117110649e-01;4.11641809464817e-01
4.19000000000000e+03;7.84623811104310e-01;4.11083064784306e-01
4.20000000000000e+03;7.85428388194236e-01;4.10524828984607e-01
4.21000000000000e+03;7.86228872932348e-01;4.09967111241716e-01
4.22000000000000e+03;7.87025289723020e-01;4.09409920567902e-01
