Freq;Real;Imaginaria
4.23000000000000e+03;7.87817662823663e-01;4.08853265813940e-01
4.24000000000000e+03;7.88606016345310e-01;4.08297155671321e-01
4.25000000000000e+03;7.89390374253215e-01;4.07741598674435e-01
4.26000000000000e+03;7.90170760367454e-01;4.07186603202725e-01
4.27000000000000e+03;7.90947198363529e-01;4.06632177482812e-01
4.28000000000000e+03;7.91719711772985e-01;4.06078329590593e-01
4.29000000000000e+03;7.92488323984021e-01;4.05525067453319e-01
4.30000000000000e+03;7.93253058242118e-01;4.04972398851632e-01
4.31000000000000e+03;7.94013937650662e-01;4.04420331421595e-01
4.32000000000000e+03;7.94770985171578e-01;4.03868872656680e-01
4.33000000000000e+03;7.95524223625963e-01;4.03318029909738e-01
4.34000000000000e+03;7.96273675694727e-01;4.02767810394942e-01
4.35000000000000e+03;7.97019363919234e-01;4.02218221189709e-01
4.36000000000000e+03;7.97761310701954e-01;4.01669269236588e-01
4.37000000000000e+03;7.98499538307106e-01;4.01120961345134e-01
4.38000000000000e+03;7.99234068861315e-01;4.00573304193754e-01
4.39000000000000e+03;7.99964924354269e-01;4.00026304331525e-01
4.40000000000000e+03;8.00692126639375e-01;3.99479968179995e-01
4.41000000000000e+03;8.01415697434424e-01;3.98934302034959e-01
4.42000000000000e+03;8.02135658322250e-01;3.98389312068209e-01
4.43000000000000e+03;8.02852030751400e-01;3.97845004329265e-01
4.44000000000000e+03;8.03564836036803e-01;3.97301384747082e-01
4.45000000000000e+03;8.04274095360436e-01;3.96758459131734e-01
4.46000000000000e+03;8.04979829771998e-01;3.96216233176082e-01
4.47000000000000e+03;8.05682060189584e-01;3.95674712457407e-01
4.48000000000000e+03;8.06380807400357e-01;3.95133902439041e-01
4.49000000000000e+03;8.07076092061228e-01;3.94593808471958e-01
4.50000000000000e+03;8.07767934699531e-01;3.94054435796357e-01
4.51000000000000e+03;8.08456355713698e-01;3.93515789543221e-01
4.52000000000000e+03;8.09141375373945e-01;3.92977874735850e-01
4.53000000000000e+03;8.09823013822945e-01;3.92440696291385e-01
4.54000000000000e+03;8.10501291076513e-01;3.91904259022300e-01
4.55000000000000e+03;8.11176227024283e-01;3.91368567637888e-01
4.56000000000000e+03;8.11847841430391e-01;3.90833626745711e-01
4.57000000000000e+03;8.12516153934157e-01;3.90299440853049e-01
4.58000000000000e+03;8.13181184050763e-01;3.89766014368316e-01
4.59000000000000e+03;8.13842951171939e-01;3.89233351602465e-01
4.60000000000000e+03;8.14501474566641e-01;3.88701456770371e-01
4.61000000000000e+03;8.15156773381733e-01;3.88170333992199e-01
4.62000000000000e+03;8.15808866642665e-01;3.87639987294752e-01
4.63000000000000e+03;8.16457773254160e-01;3.87110420612799e-01
4.64000000000000e+03;8.17103512000886e-01;3.86581637790395e-01
4.65000000000000e+03;8.17746101548139e-01;3.86053642582168e-01
4.66000000000000e+03;8.18385560442520e-01;3.85526438654604e-01
4.67000000000000e+03;8.19021907112615e-01;3.85000029587311e-01
4.68000000000000e+03;8.19655159869667e-01;3.84474418874257e-01
4.69000000000000e+03;8.20285336908258e-01;3.83949609925005e-01
4.70000000000000e+03;8.20912456306976e-01;3.83425606065927e-01
4.71000000000000e+03;8.21536536029093e-01;3.82902410541396e-01
4.72000000000000e+03;8.22157593923240e-01;3.82380026514970e-01
4.73000000000000e+03;8.22775647724069e-01;3.81858457070559e-01
4.74000000000000e+03;8.23390715052931e-01;3.81337705213573e-01
4.75000000000000e+03;8.24002813418542e-01;3.80817773872057e-01
4.76000000000000e+03;8.24611960217646e-01;3.80298665897814e-01
4.77000000000000e+03;8.25218172735683e-01;3.79780384067507e-01
4.78000000000000e+03;8.25821468147454e-01;3.79262931083750e-01
4.79000000000000e+03;8.26421863517779e-01;3.78746309576186e-01
4.80000000000000e+03;8.27019375802158e-01;3.78230522102549e-01
4.81000000000000e+03;8.27614021847431e-01;3.77715571149709e-01
4.82000000000000e+03;8.28205818392432e-01;3.77201459134709e-01
4.83000000000000e+03;8.28794782068647e-01;3.76688188405784e-01
4.84000000000000e+03;8.29380929400860e-01;3.76175761243366e-01
4.85000000000000e+03;8.29964276807809e-01;3.75664179861082e-01
4.86000000000000e+03;8.30544840602834e-01;3.75153446406730e-01
4.87000000000000e+03;8.31122636994518e-01;3.74643562963247e-01
4.88000000000000e+03;8.31697682087338e-01;3.74134531549665e-01
4.89000000000000e+03;8.32269991882301e-01;3.73626354122050e-01
4.90000000000000e+03;8.32839582277588e-01;3.73119032574433e-01
4.91000000000000e+03;8.33406469069187e-01;3.72612568739726e-01
4.92000000000000e+03;8.33970667951534e-01;3.72106964390626e-01
4.93000000000000e+03;8.34532194518137e-01;3.71602221240508e-01
4.94000000000000e+03;8.35091064262215e-01;3.71098340944306e-01
4.95000000000000e+03;8.35647292577320e-01;3.70595325099379e-01
4.96000000000000e+03;8.36200894757966e-01;3.70093175246374e-01
4.97000000000000e+03;8.36751886000248e-01;3.69591892870063e-01
4.98000000000000e+03;8.37300281402465e-01;3.69091479400186e-01
4.99000000000000e+03;8.37846095965738e-01;3.68591936212269e-01
5.00000000000000e+03;8.38389344594624e-01;3.68093264628438e-01
5.01000000000000e+03;8.38930042097727e-01;3.67595465918219e-01
5.02000000000000e+03;8.39468203188314e-01;3.67098541299332e-01
5.03000000000000e+03;8.40003842484915e-01;3.66602491938466e-01
5.04000000000000e+03;8.40536974511931e-01;3.66107318952053e-01
5.05000000000000e+03;8.41067613700236e-01;3.65613023407026e-01
5.06000000000000e+03;8.41595774387777e-01;3.65119606321565e-01
5.07000000000000e+03;8.42121470820168e-01;3.64627068665842e-01
5.08000000000000e+03;8.42644717151286e-01;3.64135411362745e-01
5.09000000000000e+03;8.43165527443859e-01;3.63644635288599e-01
5.10000000000000e+03;8.43683915670059e-01;3.63154741273876e-01
5.11000000000000e+03;8.44199895712083e-01;3.62665730103895e-01
5.12000000000000e+03;8.44713481362737e-01;3.62177602519513e-01
5.13000000000000e+03;8.45224686326015e-01;3.61690359217805e-01
5.14000000000000e+03;8.45733524217678e-01;3.61204000852737e-01
5.15000000000000e+03;8.46240008565825e-01;3.60718528035832e-01
5.16000000000000e+03;8.46744152811466e-01;3.60233941336819e-01
5.17000000000000e+03;8.47245970309090e-01;3.59750241284282e-01
5.18000000000000e+03;8.47745474327229e-01;3.59267428366294e-01
5.19000000000000e+03;8.48242678049022e-01;3.58785503031052e-01
5.20000000000000e+03;8.48737594572775e-01;3.58304465687486e-01
5.21000000000000e+03;8.49230236912515e-01;3.57824316705879e-01
5.22000000000000e+03;8.49720617998544e-01;3.57345056418466e-01
5.23000000000000e+03;8.50208750677994e-01;3.56866685120030e-01
5.24000000000000e+03;8.50694647715369e-01;3.56389203068490e-01
5.25000000000000e+03;8.51178321793093e-01;3.55912610485477e-01
5.26000000000000e+03;8.51659785512052e-01;3.55436907556907e-01
5.27000000000000e+03;8.52139051392133e-01;3.54962094433545e-01
5.28000000000000e+03;8.52616131872757e-01;3.54488171231558e-01
5.29000000000000e+03;8.53091039313415e-01;3.54015138033068e-01
5.30000000000000e+03;8.53563785994199e-01;3.53542994886687e-01
5.31000000000000e+03;8.54034384116326e-01;3.53071741808055e-01
5.32000000000000e+03;8.54502845802664e-01;3.52601378780362e-01
5.33000000000000e+03;8.54969183098253e-01;3.52131905754873e-01
5.34000000000000e+03;8.55433407970823e-01;3.51663322651434e-01
5.35000000000000e+03;8.55895532311310e-01;3.51195629358979e-01
5.36000000000000e+03;8.56355567934366e-01;3.50728825736031e-01
5.37000000000000e+03;8.56813526578872e-01;3.50262911611190e-01
5.38000000000000e+03;8.57269419908443e-01;3.49797886783618e-01
5.39000000000000e+03;8.57723259511927e-01;3.49333751023519e-01
5.40000000000000e+03;8.58175056903916e-01;3.48870504072610e-01
5.41000000000000e+03;8.58624823525231e-01;3.48408145644583e-01
5.42000000000000e+03;8.59072570743426e-01;3.47946675425571e-01
5.43000000000000e+03;8.59518309853276e-01;3.47486093074592e-01
5.44000000000000e+03;8.59962052077265e-01;3.47026398224003e-01
5.45000000000000e+03;8.60403808566076e-01;3.46567590479934e-01
5.46000000000000e+03;8.60843590399068e-01;3.46109669422727e-01
5.47000000000000e+03;8.61281408584761e-01;3.45652634607363e-01
5.48000000000000e+03;8.61717274061309e-01;3.45196485563883e-01
5.49000000000000e+03;8.62151197696978e-01;3.44741221797807e-01
5.50000000000000e+03;8.62583190290616e-01;3.44286842790542e-01
5.51000000000000e+03;8.63013262572119e-01;3.43833347999791e-01
5.52000000000000e+03;8.63441425202902e-01;3.43380736859952e-01
5.53000000000000e+03;8.63867688776354e-01;3.42929008782510e-01
5.54000000000000e+03;8.64292063818304e-01;3.42478163156427e-01
5.55000000000000e+03;8.64714560787478e-01;3.42028199348529e-01
5.56000000000000e+03;8.65135190075947e-01;3.41579116703879e-01
5.57000000000000e+03;8.65553962009585e-01;3.41130914546153e-01
5.58000000000000e+03;8.65970886848515e-01;3.40683592178009e-01
5.59000000000000e+03;8.66385974787550e-01;3.40237148881448e-01
5.60000000000000e+03;8.66799235956646e-01;3.39791583918173e-01
5.61000000000000e+03;8.67210680421331e-01;3.39346896529942e-01
5.62000000000000e+03;8.67620318183149e-01;3.38903085938916e-01
5.63000000000000e+03;8.68028159180093e-01;3.38460151348001e-01
5.64000000000000e+03;8.68434213287035e-01;3.38018091941191e-01
5.65000000000000e+03;8.68838490316156e-01;3.37576906883896e-01
5.66000000000000e+03;8.69241000017372e-01;3.37136595323278e-01
5.67000000000000e+03;8.69641752078756e-01;3.36697156388568e-01
5.68000000000000e+03;8.70040756126961e-01;3.36258589191394e-01
5.69000000000000e+03;8.70438021727637e-01;3.35820892826093e-01
5.70000000000000e+03;8.70833558385845e-01;3.35384066370023e-01
5.71000000000000e+03;8.71227375546470e-01;3.34948108883869e-01
5.72000000000000e+03;8.71619482594630e-01;3.34513019411950e-01
5.73000000000000e+03;8.72009888856086e-01;3.34078796982513e-01
5.74000000000000e+03;8.72398603597642e-01;3.33645440608030e-01
5.75000000000000e+03;8.72785636027551e-01;3.33212949285490e-01
5.76000000000000e+03;8.73170995295911e-01;3.32781321996682e-01
5.77000000000000e+03;8.73554690495063e-01;3.32350557708480e-01
5.78000000000000e+03;8.73936730659984e-01;3.31920655373122e-01
5.79000000000000e+03;8.74317124768678e-01;3.31491613928482e-01
5.80000000000000e+03;8.74695881742567e-01;3.31063432298344e-01
5.81000000000000e+03;8.75073010446874e-01;3.30636109392666e-01
5.82000000000000e+03;8.75448519691007e-01;3.30209644107848e-01
5.83000000000000e+03;8.75822418228942e-01;3.29784035326985e-01
5.84000000000000e+03;8.76194714759599e-01;3.29359281920131e-01
5.85000000000000e+03;8.76565417927218e-01;3.28935382744544e-01
5.86000000000000e+03;8.76934536321734e-01;3.28512336644941e-01
5.87000000000000e+03;8.77302078479148e-01;3.28090142453740e-01
5.88000000000000e+03;8.77668052881890e-01;3.27668798991301e-01
5.89000000000000e+03;8.78032467959193e-01;3.27248305066171e-01
5.90000000000000e+03;8.78395332087449e-01;3.26828659475311e-01
5.91000000000000e+03;8.78756653590575e-01;3.26409861004335e-01
5.92000000000000e+03;8.79116440740368e-01;3.25991908427733e-01
5.93000000000000e+03;8.79474701756862e-01;3.25574800509100e-01
5.94000000000000e+03;8.79831444808683e-01;3.25158536001361e-01
5.95000000000000e+03;8.80186678013398e-01;3.24743113646982e-01
5.96000000000000e+03;8.80540409437865e-01;3.24328532178194e-01
5.97000000000000e+03;8.80892647098579e-01;3.23914790317203e-01
5.98000000000000e+03;8.81243398962015e-01;3.23501886776399e-01
5.99000000000000e+03;8.81592672944971e-01;3.23089820258566e-01
6.00000000000000e+03;8.81940476914908e-01;3.22678589457083e-01
6.01000000000000e+03;8.82286818690284e-01;3.22268193056128e-01
6.02000000000000e+03;8.82631706040891e-01;3.21858629730875e-01
6.03000000000000e+03;8.82975146688188e-01;3.21449898147690e-01
6.04000000000000e+03;8.83317148305628e-01;3.21041996964324e-01
6.05000000000000e+03;8.83657718518988e-01;3.20634924830102e-01
6.06000000000000e+03;8.83996864906693e-01;3.20228680386113e-01
6.07000000000000e+03;8.84334595000142e-01;3.19823262265391e-01
6.08000000000000e+03;8.84670916284026e-01;3.19418669093101e-01
6.09000000000000e+03;8.85005836196648e-01;3.19014899486717e-01
6.10000000000000e+03;8.85339362130239e-01;3.18611952056197e-01
6.11000000000000e+03;8.85671501431275e-01;3.18209825404161e-01
6.12000000000000e+03;8.86002261400783e-01;3.17808518126059e-01
6.13000000000000e+03;8.86331649294659e-01;3.17408028810344e-01
6.14000000000000e+03;8.86659672323970e-01;3.17008356038639e-01
6.15000000000000e+03;8.86986337655260e-01;3.16609498385896e-01
6.16000000000000e+03;8.87311652410858e-01;3.16211454420568e-01
6.17000000000000e+03;8.87635623669173e-01;3.15814222704759e-01
6.18000000000000e+03;8.87958258465001e-01;3.15417801794388e-01
6.19000000000000e+03;8.88279563789813e-01;3.15022190239343e-01
6.20000000000000e+03;8.88599546592058e-01;3.14627386583633e-01
6.21000000000000e+03;8.88918213777454e-01;3.14233389365539e-01
6.22000000000000e+03;8.89235572209276e-01;3.13840197117765e-01
6.23000000000000e+03;8.89551628708647e-01;3.13447808367582e-01
6.24000000000000e+03;8.89866390054827e-01;3.13056221636973e-01
6.25000000000000e+03;8.90179862985495e-01;3.12665435442775e-01
6.26000000000000e+03;8.90492054197032e-01;3.12275448296824e-01
6.27000000000000e+03;8.90802970344803e-01;3.11886258706085e-01
6.28000000000000e+03;8.91112618043437e-01;3.11497865172794e-01
6.29000000000000e+03;8.91421003867102e-01;3.11110266194592e-01
6.30000000000000e+03;8.91728134349780e-01;3.10723460264655e-01
6.31000000000000e+03;8.92034015985541e-01;3.10337445871826e-01
6.32000000000000e+03;8.92338655228814e-01;3.09952221500743e-01
6.33000000000000e+03;8.92642058494657e-01;3.09567785631965e-01
6.34000000000000e+03;8.92944232159022e-01;3.09184136742098e-01
6.35000000000000e+03;8.93245182559023e-01;3.08801273303917e-01
6.36000000000000e+03;8.93544915993197e-01;3.08419193786488e-01
6.37000000000000e+03;8.93843438721769e-01;3.08037896655285e-01
6.38000000000000e+03;8.94140756966908e-01;3.07657380372311e-01
6.39000000000000e+03;8.94436876912988e-01;3.07277643396210e-01
6.40000000000000e+03;8.94731804706843e-01;3.06898684182384e-01
6.41000000000000e+03;8.95025546458021e-01;3.06520501183106e-01
6.42000000000000e+03;8.95318108239036e-01;3.06143092847625e-01
6.43000000000000e+03;8.95609496085622e-01;3.05766457622284e-01
6.44000000000000e+03;8.95899715996978e-01;3.05390593950619e-01
6.45000000000000e+03;8.96188773936016e-01;3.05015500273472e-01
6.46000000000000e+03;8.96476675829609e-01;3.04641175029087e-01
6.47000000000000e+03;8.96763427568832e-01;3.04267616653223e-01
6.48000000000000e+03;8.97049035009203e-01;3.03894823579245e-01
6.49000000000000e+03;8.97333503970928e-01;3.03522794238232e-01
6.50000000000000e+03;8.97616840239136e-01;3.03151527059070e-01
6.51000000000000e+03;8.97899049564113e-01;3.02781020468549e-01
6.52000000000000e+03;8.98180137661544e-01;3.02411272891461e-01
6.53000000000000e+03;8.98460110212742e-01;3.02042282750693e-01
6.54000000000000e+03;8.98738972864879e-01;3.01674048467317e-01
6.55000000000000e+03;8.99016731231220e-01;3.01306568460683e-01
6.56000000000000e+03;8.99293390891348e-01;3.00939841148507e-01
6.57000000000000e+03;8.99568957391392e-01;3.00573864946964e-01
6.58000000000000e+03;8.99843436244252e-01;3.00208638270767e-01
6.59000000000000e+03;9.00116832929824e-01;2.99844159533260e-01
6.60000000000000e+03;9.00389152895220e-01;2.99480427146497e-01
6.61000000000000e+03;9.00660401554989e-01;2.99117439521327e-01
6.62000000000000e+03;9.00930584291338e-01;2.98755195067477e-01
6.63000000000000e+03;9.01199706454344e-01;2.98393692193632e-01
6.64000000000000e+03;9.01467773362178e-01;2.98032929307509e-01
6.65000000000000e+03;9.01734790301310e-01;2.97672904815944e-01
6.66000000000000e+03;9.02000762526729e-01;2.97313617124962e-01
6.67000000000000e+03;9.02265695262150e-01;2.96955064639853e-01
6.68000000000000e+03;9.02529593700224e-01;2.96597245765250e-01
6.69000000000000e+03;9.02792463002750e-01;2.96240158905200e-01
6.70000000000000e+03;9.03054308300875e-01;2.95883802463236e-01
6.71000000000000e+03;9.03315134695305e-01;2.95528174842446e-01
6.72000000000000e+03;9.03574947256507e-01;2.95173274445549e-01
6.73000000000000e+03;9.03833751024908e-01;2.94819099674957e-01
6.74000000000000e+03;9.04091551011102e-01;2.94465648932846e-01
6.75000000000000e+03;9.04348352196042e-01;2.94112920621222e-01
6.76000000000000e+03;9.04604159531247e-01;2.93760913141986e-01
6.77000000000000e+03;9.04858977938988e-01;2.93409624897000e-01
6.78000000000000e+03;9.05112812312491e-01;2.93059054288149e-01
6.79000000000000e+03;9.05365667516129e-01;2.92709199717405e-01
6.80000000000000e+03;9.05617548385611e-01;2.92360059586884e-01
6.81000000000000e+03;9.05868459728179e-01;2.92011632298914e-01
6.82000000000000e+03;9.06118406322789e-01;2.91663916256087e-01
6.83000000000000e+03;9.06367392920309e-01;2.91316909861325e-01
6.84000000000000e+03;9.06615424243699e-01;2.90970611517928e-01
6.85000000000000e+03;9.06862504988198e-01;2.90625019629640e-01
6.86000000000000e+03;9.07108639821509e-01;2.90280132600701e-01
6.87000000000000e+03;9.07353833383983e-01;2.89935948835900e-01
6.88000000000000e+03;9.07598090288800e-01;2.89592466740631e-01
6.89000000000000e+03;9.07841415122144e-01;2.89249684720946e-01
6.90000000000000e+03;9.08083812443392e-01;2.88907601183607e-01
6.91000000000000e+03;9.08325286785283e-01;2.88566214536137e-01
6.92000000000000e+03;9.08565842654100e-01;2.88225523186871e-01
6.93000000000000e+03;9.08805484529839e-01;2.87885525545005e-01
6.94000000000000e+03;9.09044216866391e-01;2.87546220020644e-01
6.95000000000000e+03;9.09282044091709e-01;2.87207605024854e-01
6.96000000000000e+03;9.09518970607980e-01;2.86869678969703e-01
6.97000000000000e+03;9.09755000791797e-01;2.86532440268314e-01
6.98000000000000e+03;9.09990138994326e-01;2.86195887334904e-01
6.99000000000000e+03;9.10224389541478e-01;2.85860018584834e-01
7.00000000000000e+03;9.10457756734069e-01;2.85524832434651e-01
7.01000000000000e+03;9.10690244847991e-01;2.85190327302132e-01
7.02000000000000e+03;9.10921858134372e-01;2.84856501606326e-01
7.03000000000000e+03;9.11152600819744e-01;2.84523353767595e-01
7.04000000000000e+03;9.11382477106201e-01;2.84190882207657e-01
7.05000000000000e+03;9.11611491171559e-01;2.83859085349625e-01
7.06000000000000e+03;9.11839647169519e-01;2.83527961618050e-01
7.07000000000000e+03;9.12066949229824e-01;2.83197509438953e-01
7.08000000000000e+03;9.12293401458415e-01;2.82867727239871e-01
7.09000000000000e+03;9.12519007937590e-01;2.82538613449890e-01
7.10000000000000e+03;9.12743772726155e-01;2.82210166499685e-01
7.11000000000000e+03;9.12967699859582e-01;2.81882384821554e-01
7.12000000000000e+03;9.13190793350159e-01;2.81555266849452e-01
7.13000000000000e+03;9.13413057187144e-01;2.81228811019034e-01
7.14000000000000e+03;9.13634495336914e-01;2.80903015767679e-01
7.15000000000000e+03;9.13855111743114e-01;2.80577879534532e-01
7.16000000000000e+03;9.14074910326810e-01;2.80253400760533e-01
7.17000000000000e+03;9.14293894986631e-01;2.79929577888452e-01
7.18000000000000e+03;9.14512069598916e-01;2.79606409362918e-01
7.19000000000000e+03;9.14729438017864e-01;2.79283893630453e-01
7.20000000000000e+03;9.14946004075675e-01;2.78962029139504e-01
7.21000000000000e+03;9.15161771582693e-01;2.78640814340469e-01
7.22000000000000e+03;9.15376744327549e-01;2.78320247685730e-01
7.23000000000000e+03;9.15590926077302e-01;2.78000327629682e-01
7.24000000000000e+03;9.15804320577580e-01;2.77681052628761e-01
7.25000000000000e+03;9.16016931552721e-01;2.77362421141471e-01
7.26000000000000e+03;9.16228762705905e-01;2.77044431628415e-01
7.27000000000000e+03;9.16439817719300e-01;2.76727082552316e-01
7.28000000000000e+03;9.16650100254190e-01;2.76410372378052e-01
7.29000000000000e+03;9.16859613951118e-01;2.76094299572673e-01
7.30000000000000e+03;9.17068362430013e-01;2.75778862605435e-01
7.31000000000000e+03;9.17276349290330e-01;2.75464059947816e-01
7.32000000000000e+03;9.17483578111179e-01;2.75149890073550e-01
7.33000000000000e+03;9.17690052451457e-01;2.74836351458644e-01
7.34000000000000e+03;9.17895775849977e-01;2.74523442581404e-01
7.35000000000000e+03;9.18100751825604e-01;2.74211161922459e-01
7.36000000000000e+03;9.18304983877374e-01;2.73899507964781e-01
7.37000000000000e+03;9.18508475484633e-01;2.73588479193712e-01
7.38000000000000e+03;9.18711230107153e-01;2.73278074096980e-01
7.39000000000000e+03;9.18913251185267e-01;2.72968291164723e-01
7.40000000000000e+03;9.19114542139989e-01;2.72659128889512e-01
7.41000000000000e+03;9.19315106373139e-01;2.72350585766367e-01
7.42000000000000e+03;9.19514947267469e-01;2.72042660292780e-01
7.43000000000000e+03;9.19714068186782e-01;2.71735350968734e-01
7.44000000000000e+03;9.19912472476058e-01;2.71428656296722e-01
7.45000000000000e+03;9.20110163461569e-01;2.71122574781765e-01
7.46000000000000e+03;9.20307144451005e-01;2.70817104931431e-01
7.47000000000000e+03;9.20503418733589e-01;2.70512245255855e-01
7.48000000000000e+03;9.20698989580197e-01;2.70207994267752e-01
7.49000000000000e+03;9.20893860243474e-01;2.69904350482438e-01
7.50000000000000e+03;9.21088033957954e-01;2.69601312417846e-01
7.51000000000000e+03;9.21281513940171e-01;2.69298878594542e-01
7.52000000000000e+03;9.21474303388778e-01;2.68997047535739e-01
7.53000000000000e+03;9.21666405484659e-01;2.68695817767317e-01
7.54000000000000e+03;9.21857823391043e-01;2.68395187817836e-01
7.55000000000000e+03;9.22048560253618e-01;2.68095156218550e-01
7.56000000000000e+03;9.22238619200638e-01;2.67795721503422e-01
7.57000000000000e+03;9.22428003343041e-01;2.67496882209142e-01
7.58000000000000e+03;9.22616715774554e-01;2.67198636875135e-01
7.59000000000000e+03;9.22804759571802e-01;2.66900984043579e-01
7.60000000000000e+03;9.22992137794422e-01;2.66603922259416e-01
7.61000000000000e+03;9.23178853485166e-01;2.66307450070366e-01
7.62000000000000e+03;9.23364909670009e-01;2.66011566026941e-01
7.63000000000000e+03;9.23550309358257e-01;2.65716268682452e-01
7.64000000000000e+03;9.23735055542650e-01;2.65421556593030e-01
7.65000000000000e+03;9.23919151199472e-01;2.65127428317628e-01
7.66000000000000e+03;9.24102599288649e-01;2.64833882418038e-01
7.67000000000000e+03;9.24285402753856e-01;2.64540917458903e-01
7.68000000000000e+03;9.24467564522618e-01;2.64248532007723e-01
7.69000000000000e+03;9.24649087506415e-01;2.63956724634871e-01
7.70000000000000e+03;9.24829974600779e-01;2.63665493913598e-01
7.71000000000000e+03;9.25010228685398e-01;2.63374838420047e-01
7.72000000000000e+03;9.25189852624214e-01;2.63084756733260e-01
7.73000000000000e+03;9.25368849265525e-01;2.62795247435192e-01
7.74000000000000e+03;9.25547221442077e-01;2.62506309110711e-01
7.75000000000000e+03;9.25724971971169e-01;2.62217940347618e-01
7.76000000000000e+03;9.25902103654749e-01;2.61930139736647e-01
7.77000000000000e+03;9.26078619279504e-01;2.61642905871478e-01
7.78000000000000e+03;9.26254521616965e-01;2.61356237348743e-01
7.79000000000000e+03;9.26429813423593e-01;2.61070132768035e-01
7.80000000000000e+03;9.26604497440882e-01;2.60784590731915e-01
7.81000000000000e+03;9.26778576395447e-01;2.60499609845918e-01
7.82000000000000e+03;9.26952052999118e-01;2.60215188718565e-01
7.83000000000000e+03;9.27124929949035e-01;2.59931325961362e-01
7.84000000000000e+03;9.27297209927737e-01;2.59648020188815e-01
7.85000000000000e+03;9.27468895603255e-01;2.59365270018430e-01
7.86000000000000e+03;9.27639989629202e-01;2.59083074070724e-01
7.87000000000000e+03;9.27810494644861e-01;2.58801430969226e-01
7.88000000000000e+03;9.27980413275280e-01;2.58520339340488e-01
7.89000000000000e+03;9.28149748131352e-01;2.58239797814086e-01
7.90000000000000e+03;9.28318501809912e-01;2.57959805022628e-01
7.91000000000000e+03;9.28486676893819e-01;2.57680359601759e-01
7.92000000000000e+03;9.28654275952044e-01;2.57401460190165e-01
7.93000000000000e+03;9.28821301539756e-01;2.57123105429578e-01
7.94000000000000e+03;9.28987756198410e-01;2.56845293964780e-01
7.95000000000000e+03;9.29153642455827e-01;2.56568024443608e-01
7.96000000000000e+03;9.29318962826287e-01;2.56291295516959e-01
7.97000000000000e+03;9.29483719810603e-01;2.56015105838792e-01
7.98000000000000e+03;9.29647915896210e-01;2.55739454066132e-01
7.99000000000000e+03;9.29811553557249e-01;2.55464338859075e-01
8.00000000000000e+03;9.29974635254643e-01;2.55189758880791e-01
8.01000000000000e+03;9.30137163436187e-01;2.54915712797526e-01
8.02000000000000e+03;9.30299140536621e-01;2.54642199278605e-01
8.03000000000000e+03;9.30460568977716e-01;2.54369216996437e-01
8.04000000000000e+03;9.30621451168352e-01;2.54096764626516e-01
8.05000000000000e+03;9.30781789504595e-01;2.53824840847421e-01
8.06000000000000e+03;9.30941586369782e-01;2.53553444340825e-01
8.07000000000000e+03;9.31100844134592e-01;2.53282573791491e-01
8.08000000000000e+03;9.31259565157130e-01;2.53012227887276e-01
8.09000000000000e+03;9.31417751783001e-01;2.52742405319133e-01
8.10000000000000e+03;9.31575406345386e-01;2.52473104781114e-01
8.11000000000000e+03;9.31732531165120e-01;2.52204324970368e-01
8.12000000000000e+03;9.31889128550767e-01;2.51936064587147e-01
8.13000000000000e+03;9.32045200798697e-01;2.51668322334802e-01
8.14000000000000e+03;9.32200750193156e-01;2.51401096919790e-01
8.15000000000000e+03;9.32355779006344e-01;2.51134387051668e-01
8.16000000000000e+03;9.32510289498490e-01;2.50868191443102e-01
8.17000000000000e+03;9.32664283917918e-01;2.50602508809859e-01
8.18000000000000e+03;9.32817764501128e-01;2.50337337870814e-01
8.19000000000000e+03;9.32970733472864e-01;2.50072677347947e-01
8.20000000000000e+03;9.33123193046183e-01;2.49808525966346e-01
8.21000000000000e+03;9.33275145422533e-01;2.49544882454204e-01
8.22000000000000e+03;9.33426592791818e-01;2.49281745542820e-01
8.23000000000000e+03;9.33577537332470e-01;2.49019113966600e-01
8.24000000000000e+03;9.33727981211518e-01;2.48756986463056e-01
8.25000000000000e+03;9.33877926584659e-01;2.48495361772804e-01
8.26000000000000e+03;9.34027375596326e-01;2.48234238639568e-01
8.27000000000000e+03;9.34176330379753e-01;2.47973615810174e-01
8.28000000000000e+03;9.34324793057048e-01;2.47713492034552e-01
8.29000000000000e+03;9.34472765739260e-01;2.47453866065734e-01
8.30000000000000e+03;9.34620250526439e-01;2.47194736659856e-01
8.31000000000000e+03;9.34767249507711e-01;2.46936102576152e-01
8.32000000000000e+03;9.34913764761339e-01;2.46677962576957e-01
8.33000000000000e+03;9.35059798354791e-01;2.46420315427703e-01
8.34000000000000e+03;9.35205352344802e-01;2.46163159896920e-01
8.35000000000000e+03;9.35350428777443e-01;2.45906494756232e-01
8.36000000000000e+03;9.35495029688181e-01;2.45650318780355e-01
8.37000000000000e+03;9.35639157101946e-01;2.45394630747100e-01
8.38000000000000e+03;9.35782813033193e-01;2.45139429437366e-01
8.39000000000000e+03;9.35925999485963e-01;2.44884713635138e-01
8.40000000000000e+03;9.36068718453951e-01;2.44630482127491e-01
8.41000000000000e+03;9.36210971920562e-01;2.44376733704580e-01
8.42000000000000e+03;9.36352761858974e-01;2.44123467159643e-01
8.43000000000000e+03;9.36494090232205e-01;2.43870681288997e-01
8.44000000000000e+03;9.36634958993165e-01;2.43618374892036e-01
8.45000000000000e+03;9.36775370084724e-01;2.43366546771228e-01
