Freq.;Real;Imaginaria
2.87000000000000e+03;4.12016263079195e-01;-4.34999291180763e-01
2.88000000000000e+03;4.10245922987040e-01;-4.34899533262861e-01
2.89000000000000e+03;4.08484499782905e-01;-4.34793101254826e-01
2.90000000000000e+03;4.06731960929938e-01;-4.34680096490145e-01
2.91000000000000e+03;4.04988273586866e-01;-4.34560619013793e-01
2.92000000000000e+03;4.03253404620861e-01;-4.34434767597109e-01
2.93000000000000e+03;4.01527320620098e-01;-4.34302639752523e-01
2.94000000000000e+03;3.99809987906025e-01;-4.34164331748153e-01
2.95000000000000e+03;3.98101372545346e-01;-4.34019938622263e-01
2.96000000000000e+03;3.96401440361716e-01;-4.33869554197583e-01
2.97000000000000e+03;3.94710156947165e-01;-4.33713271095499e-01
2.98000000000000e+03;3.93027487673253e-01;-4.33551180750100e-01
2.99000000000000e+03;3.91353397701951e-01;-4.33383373422095e-01
3.00000000000000e+03;3.89687851996270e-01;-4.33209938212599e-01
3.01000000000000e+03;3.88030815330633e-01;-4.33030963076773e-01
3.02000000000000e+03;3.86382252300992e-01;-4.32846534837345e-01
3.03000000000000e+03;3.84742127334711e-01;-4.32656739197989e-01
3.04000000000000e+03;3.83110404700200e-01;-4.32461660756573e-01
3.05000000000000e+03;3.81487048516317e-01;-4.32261383018282e-01
3.06000000000000e+03;3.79872022761541e-01;-4.32055988408596e-01
3.07000000000000e+03;3.78265291282917e-01;-4.31845558286156e-01
3.08000000000000e+03;3.76666817804784e-01;-4.31630172955482e-01
3.09000000000000e+03;3.75076565937285e-01;-4.31409911679577e-01
3.10000000000000e+03;3.73494499184662e-01;-4.31184852692392e-01
3.11000000000000e+03;3.71920580953349e-01;-4.30955073211167e-01
3.12000000000000e+03;3.70354774559856e-01;-4.30720649448647e-01
3.13000000000000e+03;3.68797043238461e-01;-4.30481656625170e-01
3.14000000000000e+03;3.67247350148697e-01;-4.30238168980627e-01
3.15000000000000e+03;3.65705658382660e-01;-4.29990259786300e-01
3.16000000000000e+03;3.64171930972120e-01;-4.29738001356577e-01
3.17000000000000e+03;3.62646130895455e-01;-4.29481465060538e-01
3.18000000000000e+03;3.61128221084402e-01;-4.29220721333426e-01
3.19000000000000e+03;3.59618164430637e-01;-4.28955839687990e-01
3.20000000000000e+03;3.58115923792176e-01;-4.28686888725708e-01
3.21000000000000e+03;3.56621461999615e-01;-4.28413936147898e-01
3.22000000000000e+03;3.55134741862203e-01;-4.28137048766694e-01
3.23000000000000e+03;3.53655726173750e-01;-4.27856292515918e-01
3.24000000000000e+03;3.52184377718383e-01;-4.27571732461827e-01
3.25000000000000e+03;3.50720659276144e-01;-4.27283432813745e-01
3.26000000000000e+03;3.49264533628438e-01;-4.26991456934577e-01
3.27000000000000e+03;3.47815963563329e-01;-4.26695867351213e-01
3.28000000000000e+03;3.46374911880703e-01;-4.26396725764810e-01
3.29000000000000e+03;3.44941341397270e-01;-4.26094093060968e-01
3.30000000000000e+03;3.43515214951447e-01;-4.25788029319789e-01
3.31000000000000e+03;3.42096495408093e-01;-4.25478593825826e-01
3.32000000000000e+03;3.40685145663115e-01;-4.25165845077919e-01
3.33000000000000e+03;3.39281128647944e-01;-4.24849840798926e-01
3.34000000000000e+03;3.37884407333881e-01;-4.24530637945337e-01
3.35000000000000e+03;3.36494944736326e-01;-4.24208292716789e-01
3.36000000000000e+03;3.35112703918878e-01;-4.23882860565467e-01
3.37000000000000e+03;3.33737647997316e-01;-4.23554396205401e-01
3.38000000000000e+03;3.32369740143470e-01;-4.23222953621657e-01
3.39000000000000e+03;3.31008943588971e-01;-4.22888586079427e-01
3.40000000000000e+03;3.29655221628895e-01;-4.22551346133006e-01
3.41000000000000e+03;3.28308537625294e-01;-4.22211285634677e-01
3.42000000000000e+03;3.26968855010621e-01;-4.21868455743491e-01
3.43000000000000e+03;3.25636137291056e-01;-4.21522906933939e-01
3.44000000000000e+03;3.24310348049721e-01;-4.21174689004533e-01
3.45000000000000e+03;3.22991450949806e-01;-4.20823851086282e-01
3.46000000000000e+03;3.21679409737584e-01;-4.20470441651077e-01
3.47000000000000e+03;3.20374188245349e-01;-4.20114508519966e-01
3.48000000000000e+03;3.19075750394239e-01;-4.19756098871347e-01
3.49000000000000e+03;3.17784060196991e-01;-4.19395259249054e-01
3.50000000000000e+03;3.16499081760586e-01;-4.19032035570355e-01
3.51000000000000e+03;3.15220779288822e-01;-4.18666473133853e-01
3.52000000000000e+03;3.13949117084797e-01;-4.18298616627296e-01
3.53000000000000e+03;3.12684059553303e-01;-4.17928510135295e-01
3.54000000000000e+03;3.11425571203152e-01;-4.17556197146947e-01
3.55000000000000e+03;3.10173616649409e-01;-4.17181720563374e-01
3.56000000000000e+03;3.08928160615556e-01;-4.16805122705166e-01
3.57000000000000e+03;3.07689167935577e-01;-4.16426445319745e-01
3.58000000000000e+03;3.06456603555971e-01;-4.16045729588628e-01
3.59000000000000e+03;3.05230432537690e-01;-4.15663016134616e-01
3.60000000000000e+03;3.04010620058007e-01;-4.15278345028890e-01
3.61000000000000e+03;3.02797131412320e-01;-4.14891755798023e-01
3.62000000000000e+03;3.01589932015879e-01;-4.14503287430912e-01
3.63000000000000e+03;3.00388987405456e-01;-4.14112978385619e-01
3.64000000000000e+03;2.99194263240948e-01;-4.13720866596138e-01
3.65000000000000e+03;2.98005725306915e-01;-4.13326989479073e-01
3.66000000000000e+03;2.96823339514057e-01;-4.12931383940242e-01
3.67000000000000e+03;2.95647071900636e-01;-4.12534086381198e-01
3.68000000000000e+03;2.94476888633834e-01;-4.12135132705667e-01
3.69000000000000e+03;2.93312756011056e-01;-4.11734558325916e-01
3.70000000000000e+03;2.92154640461180e-01;-4.11332398169037e-01
3.71000000000000e+03;2.91002508545745e-01;-4.10928686683158e-01
3.72000000000000e+03;2.89856326960098e-01;-4.10523457843576e-01
3.73000000000000e+03;2.88716062534476e-01;-4.10116745158817e-01
3.74000000000000e+03;2.87581682235047e-01;-4.09708581676622e-01
3.75000000000000e+03;2.86453153164900e-01;-4.09298999989855e-01
3.76000000000000e+03;2.85330442564983e-01;-4.08888032242347e-01
3.77000000000000e+03;2.84213517814996e-01;-4.08475710134660e-01
3.78000000000000e+03;2.83102346434243e-01;-4.08062064929785e-01
3.79000000000000e+03;2.81996896082432e-01;-4.07647127458769e-01
3.80000000000000e+03;2.80897134560436e-01;-4.07230928126270e-01
3.81000000000000e+03;2.79803029811010e-01;-4.06813496916047e-01
3.82000000000000e+03;2.78714549919467e-01;-4.06394863396380e-01
3.83000000000000e+03;2.77631663114316e-01;-4.05975056725423e-01
3.84000000000000e+03;2.76554337767854e-01;-4.05554105656492e-01
3.85000000000000e+03;2.75482542396727e-01;-4.05132038543287e-01
3.86000000000000e+03;2.74416245662453e-01;-4.04708883345047e-01
3.87000000000000e+03;2.73355416371901e-01;-4.04284667631643e-01
3.88000000000000e+03;2.72300023477745e-01;-4.03859418588606e-01
3.89000000000000e+03;2.71250036078872e-01;-4.03433163022097e-01
3.90000000000000e+03;2.70205423420772e-01;-4.03005927363809e-01
3.91000000000000e+03;2.69166154895876e-01;-4.02577737675808e-01
3.92000000000000e+03;2.68132200043879e-01;-4.02148619655320e-01
3.93000000000000e+03;2.67103528552020e-01;-4.01718598639452e-01
3.94000000000000e+03;2.66080110255341e-01;-4.01287699609854e-01
3.95000000000000e+03;2.65061915136908e-01;-4.00855947197328e-01
3.96000000000000e+03;2.64048913328009e-01;-4.00423365686369e-01
3.97000000000000e+03;2.63041075108324e-01;-3.99989979019663e-01
3.98000000000000e+03;2.62038370906061e-01;-3.99555810802516e-01
3.99000000000000e+03;2.61040771298077e-01;-3.99120884307232e-01
4.00000000000000e+03;2.60048247009962e-01;-3.98685222477437e-01
4.01000000000000e+03;2.59060768916108e-01;-3.98248847932349e-01
4.02000000000000e+03;2.58078308039741e-01;-3.97811782970989e-01
4.03000000000000e+03;2.57100835552944e-01;-3.97374049576344e-01
4.04000000000000e+03;2.56128322776645e-01;-3.96935669419477e-01
4.05000000000000e+03;2.55160741180592e-01;-3.96496663863581e-01
4.06000000000000e+03;2.54198062383295e-01;-3.96057053967987e-01
4.07000000000000e+03;2.53240258151962e-01;-3.95616860492118e-01
4.08000000000000e+03;2.52287300402395e-01;-3.95176103899392e-01
4.09000000000000e+03;2.51339161198890e-01;-3.94734804361079e-01
4.10000000000000e+03;2.50395812754092e-01;-3.94292981760108e-01
4.11000000000000e+03;2.49457227428852e-01;-3.93850655694819e-01
4.12000000000000e+03;2.48523377732054e-01;-3.93407845482682e-01
