Freq.;Real;Imaginaria
4.13000000000000e+03;2.47594236320427e-01;-3.92964570163953e-01
4.14000000000000e+03;2.46669775998345e-01;-3.92520848505292e-01
4.15000000000000e+03;2.45749969717598e-01;-3.92076699003335e-01
4.16000000000000e+03;2.44834790577163e-01;-3.91632139888216e-01
4.17000000000000e+03;2.43924211822943e-01;-3.91187189127050e-01
4.18000000000000e+03;2.43018206847504e-01;-3.90741864427366e-01
4.19000000000000e+03;2.42116749189790e-01;-3.90296183240498e-01
4.20000000000000e+03;2.41219812534825e-01;-3.89850162764935e-01
4.21000000000000e+03;2.40327370713401e-01;-3.89403819949629e-01
4.22000000000000e+03;2.39439397701753e-01;-3.88957171497252e-01
4.23000000000000e+03;2.38555867621225e-01;-3.88510233867422e-01
4.24000000000000e+03;2.37676754737913e-01;-3.88063023279882e-01
4.25000000000000e+03;2.36802033462308e-01;-3.87615555717641e-01
4.26000000000000e+03;2.35931678348917e-01;-3.87167846930072e-01
4.27000000000000e+03;2.35065664095882e-01;-3.86719912435970e-01
4.28000000000000e+03;2.34203965544577e-01;-3.86271767526578e-01
4.29000000000000e+03;2.33346557679207e-01;-3.85823427268562e-01
4.30000000000000e+03;2.32493415626384e-01;-3.85374906506959e-01
4.31000000000000e+03;2.31644514654704e-01;-3.84926219868083e-01
4.32000000000000e+03;2.30799830174306e-01;-3.84477381762390e-01
4.33000000000000e+03;2.29959337736428e-01;-3.84028406387312e-01
4.34000000000000e+03;2.29123013032950e-01;-3.83579307730052e-01
4.35000000000000e+03;2.28290831895931e-01;-3.83130099570342e-01
4.36000000000000e+03;2.27462770297134e-01;-3.82680795483170e-01
4.37000000000000e+03;2.26638804347549e-01;-3.82231408841465e-01
4.38000000000000e+03;2.25818910296902e-01;-3.81781952818752e-01
4.39000000000000e+03;2.25003064533161e-01;-3.81332440391775e-01
4.40000000000000e+03;2.24191243582032e-01;-3.80882884343079e-01
4.41000000000000e+03;2.23383424106452e-01;-3.80433297263566e-01
4.42000000000000e+03;2.22579582906072e-01;-3.79983691555014e-01
4.43000000000000e+03;2.21779696916730e-01;-3.79534079432565e-01
4.44000000000000e+03;2.20983743209933e-01;-3.79084472927180e-01
4.45000000000000e+03;2.20191698992311e-01;-3.78634883888062e-01
4.46000000000000e+03;2.19403541605087e-01;-3.78185323985051e-01
4.47000000000000e+03;2.18619248523526e-01;-3.77735804710985e-01
4.48000000000000e+03;2.17838797356388e-01;-3.77286337384029e-01
4.49000000000000e+03;2.17062165845372e-01;-3.76836933149980e-01
4.50000000000000e+03;2.16289331864558e-01;-3.76387602984536e-01
4.51000000000000e+03;2.15520273419840e-01;-3.75938357695538e-01
4.52000000000000e+03;2.14754968648363e-01;-3.75489207925183e-01
4.53000000000000e+03;2.13993395817944e-01;-3.75040164152212e-01
4.54000000000000e+03;2.13235533326506e-01;-3.74591236694062e-01
4.55000000000000e+03;2.12481359701488e-01;-3.74142435708996e-01
4.56000000000000e+03;2.11730853599270e-01;-3.73693771198207e-01
4.57000000000000e+03;2.10983993804585e-01;-3.73245253007886e-01
4.58000000000000e+03;2.10240759229928e-01;-3.72796890831274e-01
4.59000000000000e+03;2.09501128914969e-01;-3.72348694210682e-01
4.60000000000000e+03;2.08765082025952e-01;-3.71900672539482e-01
4.61000000000000e+03;2.08032597855106e-01;-3.71452835064080e-01
4.62000000000000e+03;2.07303655820038e-01;-3.71005190885854e-01
4.63000000000000e+03;2.06578235463138e-01;-3.70557748963079e-01
4.64000000000000e+03;2.05856316450972e-01;-3.70110518112814e-01
4.65000000000000e+03;2.05137878573679e-01;-3.69663507012774e-01
4.66000000000000e+03;2.04422901744361e-01;-3.69216724203172e-01
4.67000000000000e+03;2.03711365998479e-01;-3.68770178088543e-01
4.68000000000000e+03;2.03003251493240e-01;-3.68323876939539e-01
4.69000000000000e+03;2.02298538506985e-01;-3.67877828894702e-01
4.70000000000000e+03;2.01597207438581e-01;-3.67432041962217e-01
4.71000000000000e+03;2.00899238806801e-01;-3.66986524021637e-01
4.72000000000000e+03;2.00204613249718e-01;-3.66541282825594e-01
4.73000000000000e+03;1.99513311524083e-01;-3.66096326001477e-01
4.74000000000000e+03;1.98825314504712e-01;-3.65651661053096e-01
4.75000000000000e+03;1.98140603183871e-01;-3.65207295362324e-01
4.76000000000000e+03;1.97459158670656e-01;-3.64763236190715e-01
4.77000000000000e+03;1.96780962190381e-01;-3.64319490681100e-01
4.78000000000000e+03;1.96105995083956e-01;-3.63876065859168e-01
4.79000000000000e+03;1.95434238807271e-01;-3.63432968635020e-01
4.80000000000000e+03;1.94765674930580e-01;-3.62990205804707e-01
4.81000000000000e+03;1.94100285137885e-01;-3.62547784051747e-01
4.82000000000000e+03;1.93438051226314e-01;-3.62105709948622e-01
4.83000000000000e+03;1.92778955105510e-01;-3.61663989958255e-01
4.84000000000000e+03;1.92122978797010e-01;-3.61222630435471e-01
4.85000000000000e+03;1.91470104433631e-01;-3.60781637628435e-01
4.86000000000000e+03;1.90820314258857e-01;-3.60341017680071e-01
4.87000000000000e+03;1.90173590626220e-01;-3.59900776629468e-01
4.88000000000000e+03;1.89529915998687e-01;-3.59460920413265e-01
4.89000000000000e+03;1.88889272948049e-01;-3.59021454867014e-01
4.90000000000000e+03;1.88251644154308e-01;-3.58582385726530e-01
4.91000000000000e+03;1.87617012405061e-01;-3.58143718629225e-01
4.92000000000000e+03;1.86985360594897e-01;-3.57705459115419e-01
4.93000000000000e+03;1.86356671724782e-01;-3.57267612629639e-01
4.94000000000000e+03;1.85730928901450e-01;-3.56830184521896e-01
4.95000000000000e+03;1.85108115336803e-01;-3.56393180048953e-01
4.96000000000000e+03;1.84488214347295e-01;-3.55956604375570e-01
4.97000000000000e+03;1.83871209353337e-01;-3.55520462575735e-01
4.98000000000000e+03;1.83257083878687e-01;-3.55084759633879e-01
4.99000000000000e+03;1.82645821549852e-01;-3.54649500446075e-01
5.00000000000000e+03;1.82037406095486e-01;-3.54214689821225e-01
5.01000000000000e+03;1.81431821345791e-01;-3.53780332482223e-01
5.02000000000000e+03;1.80829051231922e-01;-3.53346433067115e-01
5.03000000000000e+03;1.80229079785390e-01;-3.52912996130229e-01
5.04000000000000e+03;1.79631891137469e-01;-3.52480026143308e-01
5.05000000000000e+03;1.79037469518600e-01;-3.52047527496612e-01
5.06000000000000e+03;1.78445799257809e-01;-3.51615504500015e-01
5.07000000000000e+03;1.77856864782109e-01;-3.51183961384086e-01
5.08000000000000e+03;1.77270650615921e-01;-3.50752902301156e-01
5.09000000000000e+03;1.76687141380486e-01;-3.50322331326368e-01
5.10000000000000e+03;1.76106321793280e-01;-3.49892252458720e-01
5.11000000000000e+03;1.75528176667438e-01;-3.49462669622086e-01
5.12000000000000e+03;1.74952690911174e-01;-3.49033586666233e-01
5.13000000000000e+03;1.74379849527200e-01;-3.48605007367817e-01
5.14000000000000e+03;1.73809637612156e-01;-3.48176935431368e-01
5.15000000000000e+03;1.73242040356038e-01;-3.47749374490269e-01
5.16000000000000e+03;1.72677043041623e-01;-3.47322328107711e-01
5.17000000000000e+03;1.72114631043905e-01;-3.46895799777645e-01
5.18000000000000e+03;1.71554789829526e-01;-3.46469792925715e-01
5.19000000000000e+03;1.70997504956217e-01;-3.46044310910186e-01
5.20000000000000e+03;1.70442762072229e-01;-3.45619357022852e-01
5.21000000000000e+03;1.69890546915780e-01;-3.45194934489940e-01
5.22000000000000e+03;1.69340845314498e-01;-3.44771046472994e-01
5.23000000000000e+03;1.68793643184861e-01;-3.44347696069756e-01
5.24000000000000e+03;1.68248926531649e-01;-3.43924886315031e-01
5.25000000000000e+03;1.67706681447396e-01;-3.43502620181538e-01
5.26000000000000e+03;1.67166894111837e-01;-3.43080900580760e-01
5.27000000000000e+03;1.66629550791365e-01;-3.42659730363768e-01
5.28000000000000e+03;1.66094637838493e-01;-3.42239112322051e-01
5.29000000000000e+03;1.65562141691306e-01;-3.41819049188321e-01
5.30000000000000e+03;1.65032048872927e-01;-3.41399543637317e-01
5.31000000000000e+03;1.64504345990986e-01;-3.40980598286592e-01
5.32000000000000e+03;1.63979019737078e-01;-3.40562215697299e-01
5.33000000000000e+03;1.63456056886239e-01;-3.40144398374954e-01
5.34000000000000e+03;1.62935444296419e-01;-3.39727148770197e-01
5.35000000000000e+03;1.62417168907953e-01;-3.39310469279548e-01
5.36000000000000e+03;1.61901217743038e-01;-3.38894362246141e-01
5.37000000000000e+03;1.61387577905218e-01;-3.38478829960456e-01
5.38000000000000e+03;1.60876236578861e-01;-3.38063874661044e-01
5.39000000000000e+03;1.60367181028646e-01;-3.37649498535233e-01
5.40000000000000e+03;1.59860398599050e-01;-3.37235703719836e-01
5.41000000000000e+03;1.59355876713840e-01;-3.36822492301843e-01
5.42000000000000e+03;1.58853602875564e-01;-3.36409866319104e-01
5.43000000000000e+03;1.58353564665046e-01;-3.35997827761008e-01
5.44000000000000e+03;1.57855749740883e-01;-3.35586378569147e-01
5.45000000000000e+03;1.57360145838949e-01;-3.35175520637975e-01
5.46000000000000e+03;1.56866740771896e-01;-3.34765255815462e-01
5.47000000000000e+03;1.56375522428657e-01;-3.34355585903730e-01
5.48000000000000e+03;1.55886478773960e-01;-3.33946512659689e-01
5.49000000000000e+03;1.55399597847835e-01;-3.33538037795662e-01
5.50000000000000e+03;1.54914867765128e-01;-3.33130162980001e-01
5.51000000000000e+03;1.54432276715018e-01;-3.32722889837696e-01
5.52000000000000e+03;1.53951812960537e-01;-3.32316219950981e-01
5.53000000000000e+03;1.53473464838087e-01;-3.31910154859917e-01
5.54000000000000e+03;1.52997220756969e-01;-3.31504696062989e-01
5.55000000000000e+03;1.52523069198910e-01;-3.31099845017676e-01
5.56000000000000e+03;1.52050998717585e-01;-3.30695603141026e-01
5.57000000000000e+03;1.51580997938161e-01;-3.30291971810217e-01
5.58000000000000e+03;1.51113055556818e-01;-3.29888952363114e-01
5.59000000000000e+03;1.50647160340298e-01;-3.29486546098819e-01
5.60000000000000e+03;1.50183301125438e-01;-3.29084754278208e-01
5.61000000000000e+03;1.49721466818715e-01;-3.28683578124472e-01
5.62000000000000e+03;1.49261646395791e-01;-3.28283018823642e-01
5.63000000000000e+03;1.48803828901058e-01;-3.27883077525107e-01
5.64000000000000e+03;1.48348003447194e-01;-3.27483755342133e-01
5.65000000000000e+03;1.47894159214711e-01;-3.27085053352369e-01
5.66000000000000e+03;1.47442285451511e-01;-3.26686972598346e-01
5.67000000000000e+03;1.46992371472448e-01;-3.26289514087974e-01
5.68000000000000e+03;1.46544406658884e-01;-3.25892678795029e-01
5.69000000000000e+03;1.46098380458256e-01;-3.25496467659635e-01
5.70000000000000e+03;1.45654282383639e-01;-3.25100881588740e-01
5.71000000000000e+03;1.45212102013317e-01;-3.24705921456585e-01
5.72000000000000e+03;1.44771828990353e-01;-3.24311588105167e-01
5.73000000000000e+03;1.44333453022162e-01;-3.23917882344699e-01
5.74000000000000e+03;1.43896963880090e-01;-3.23524804954058e-01
5.75000000000000e+03;1.43462351398987e-01;-3.23132356681231e-01
5.76000000000000e+03;1.43029605476796e-01;-3.22740538243759e-01
5.77000000000000e+03;1.42598716074132e-01;-3.22349350329166e-01
5.78000000000000e+03;1.42169673213868e-01;-3.21958793595390e-01
5.79000000000000e+03;1.41742466980727e-01;-3.21568868671208e-01
5.80000000000000e+03;1.41317087520871e-01;-3.21179576156649e-01
5.81000000000000e+03;1.40893525041497e-01;-3.20790916623410e-01
5.82000000000000e+03;1.40471769810432e-01;-3.20402890615262e-01
5.83000000000000e+03;1.40051812155732e-01;-3.20015498648450e-01
5.84000000000000e+03;1.39633642465285e-01;-3.19628741212094e-01
5.85000000000000e+03;1.39217251186412e-01;-3.19242618768572e-01
5.86000000000000e+03;1.38802628825478e-01;-3.18857131753915e-01
5.87000000000000e+03;1.38389765947497e-01;-3.18472280578183e-01
5.88000000000000e+03;1.37978653175744e-01;-3.18088065625844e-01
5.89000000000000e+03;1.37569281191371e-01;-3.17704487256144e-01
5.90000000000000e+03;1.37161640733021e-01;-3.17321545803473e-01
5.91000000000000e+03;1.36755722596448e-01;-3.16939241577728e-01
5.92000000000000e+03;1.36351517634137e-01;-3.16557574864671e-01
5.93000000000000e+03;1.35949016754928e-01;-3.16176545926280e-01
5.94000000000000e+03;1.35548210923644e-01;-3.15796155001099e-01
5.95000000000000e+03;1.35149091160715e-01;-3.15416402304580e-01
5.96000000000000e+03;1.34751648541812e-01;-3.15037288029421e-01
5.97000000000000e+03;1.34355874197479e-01;-3.14658812345904e-01
5.98000000000000e+03;1.33961759312770e-01;-3.14280975402223e-01
5.99000000000000e+03;1.33569295126883e-01;-3.13903777324811e-01
6.00000000000000e+03;1.33178472932803e-01;-3.13527218218662e-01
6.01000000000000e+03;1.32789284076946e-01;-3.13151298167647e-01
6.02000000000000e+03;1.32401719958799e-01;-3.12776017234832e-01
6.03000000000000e+03;1.32015772030571e-01;-3.12401375462780e-01
6.04000000000000e+03;1.31631431796841e-01;-3.12027372873867e-01
6.05000000000000e+03;1.31248690814210e-01;-3.11654009470573e-01
6.06000000000000e+03;1.30867540690953e-01;-3.11281285235788e-01
6.07000000000000e+03;1.30487973086680e-01;-3.10909200133101e-01
6.08000000000000e+03;1.30109979711989e-01;-3.10537754107091e-01
6.09000000000000e+03;1.29733552328129e-01;-3.10166947083614e-01
6.10000000000000e+03;1.29358682746664e-01;-3.09796778970087e-01
6.11000000000000e+03;1.28985362829136e-01;-3.09427249655764e-01
6.12000000000000e+03;1.28613584486735e-01;-3.09058359012013e-01
6.13000000000000e+03;1.28243339679965e-01;-3.08690106892587e-01
6.14000000000000e+03;1.27874620418318e-01;-3.08322493133894e-01
6.15000000000000e+03;1.27507418759950e-01;-3.07955517555259e-01
6.16000000000000e+03;1.27141726811353e-01;-3.07589179959189e-01
6.17000000000000e+03;1.26777536727034e-01;-3.07223480131625e-01
6.18000000000000e+03;1.26414840709198e-01;-3.06858417842205e-01
6.19000000000000e+03;1.26053631007428e-01;-3.06493992844507e-01
6.20000000000000e+03;1.25693899918370e-01;-3.06130204876302e-01
6.21000000000000e+03;1.25335639785423e-01;-3.05767053659799e-01
6.22000000000000e+03;1.24978842998422e-01;-3.05404538901882e-01
6.23000000000000e+03;1.24623501993333e-01;-3.05042660294355e-01
6.24000000000000e+03;1.24269609251945e-01;-3.04681417514172e-01
6.25000000000000e+03;1.23917157301566e-01;-3.04320810223672e-01
6.26000000000000e+03;1.23566138714717e-01;-3.03960838070809e-01
6.27000000000000e+03;1.23216546108835e-01;-3.03601500689376e-01
6.28000000000000e+03;1.22868372145973e-01;-3.03242797699231e-01
6.29000000000000e+03;1.22521609532502e-01;-3.02884728706513e-01
6.30000000000000e+03;1.22176251018816e-01;-3.02527293303867e-01
6.31000000000000e+03;1.21832289399041e-01;-3.02170491070653e-01
6.32000000000000e+03;1.21489717510743e-01;-3.01814321573158e-01
6.33000000000000e+03;1.21148528234641e-01;-3.01458784364811e-01
6.34000000000000e+03;1.20808714494316e-01;-3.01103878986381e-01
6.35000000000000e+03;1.20470269255931e-01;-3.00749604966190e-01
6.36000000000000e+03;1.20133185527943e-01;-3.00395961820306e-01
6.37000000000000e+03;1.19797456360828e-01;-3.00042949052747e-01
6.38000000000000e+03;1.19463074846795e-01;-2.99690566155677e-01
6.39000000000000e+03;1.19130034119515e-01;-2.99338812609594e-01
6.40000000000000e+03;1.18798327353840e-01;-2.98987687883528e-01
6.41000000000000e+03;1.18467947765535e-01;-2.98637191435225e-01
6.42000000000000e+03;1.18138888611002e-01;-2.98287322711334e-01
6.43000000000000e+03;1.17811143187013e-01;-2.97938081147592e-01
6.44000000000000e+03;1.17484704830439e-01;-2.97589466169004e-01
6.45000000000000e+03;1.17159566917989e-01;-2.97241477190019e-01
6.46000000000000e+03;1.16835722865940e-01;-2.96894113614713e-01
6.47000000000000e+03;1.16513166129879e-01;-2.96547374836958e-01
6.48000000000000e+03;1.16191890204439e-01;-2.96201260240595e-01
6.49000000000000e+03;1.15871888623044e-01;-2.95855769199605e-01
6.50000000000000e+03;1.15553154957648e-01;-2.95510901078275e-01
6.51000000000000e+03;1.15235682818481e-01;-2.95166655231364e-01
6.52000000000000e+03;1.14919465853798e-01;-2.94823031004266e-01
6.53000000000000e+03;1.14604497749622e-01;-2.94480027733170e-01
6.54000000000000e+03;1.14290772229501e-01;-2.94137644745221e-01
6.55000000000000e+03;1.13978283054252e-01;-2.93795881358676e-01
6.56000000000000e+03;1.13667024021720e-01;-2.93454736883055e-01
6.57000000000000e+03;1.13356988966531e-01;-2.93114210619302e-01
6.58000000000000e+03;1.13048171759848e-01;-2.92774301859926e-01
6.59000000000000e+03;1.12740566309131e-01;-2.92435009889156e-01
6.60000000000000e+03;1.12434166557896e-01;-2.92096333983087e-01
6.61000000000000e+03;1.12128966485479e-01;-2.91758273409824e-01
6.62000000000000e+03;1.11824960106795e-01;-2.91420827429623e-01
6.63000000000000e+03;1.11522141472108e-01;-2.91083995295035e-01
6.64000000000000e+03;1.11220504666794e-01;-2.90747776251046e-01
6.65000000000000e+03;1.10920043811111e-01;-2.90412169535209e-01
6.66000000000000e+03;1.10620753059971e-01;-2.90077174377786e-01
6.67000000000000e+03;1.10322626602705e-01;-2.89742790001878e-01
6.68000000000000e+03;1.10025658662843e-01;-2.89409015623557e-01
6.69000000000000e+03;1.09729843497886e-01;-2.89075850451999e-01
6.70000000000000e+03;1.09435175399082e-01;-2.88743293689609e-01
6.71000000000000e+03;1.09141648691202e-01;-2.88411344532151e-01
6.72000000000000e+03;1.08849257732325e-01;-2.88080002168871e-01
6.73000000000000e+03;1.08557996913612e-01;-2.87749265782622e-01
6.74000000000000e+03;1.08267860659094e-01;-2.87419134549984e-01
6.75000000000000e+03;1.07978843425451e-01;-2.87089607641388e-01
6.76000000000000e+03;1.07690939701802e-01;-2.86760684221230e-01
6.77000000000000e+03;1.07404144009488e-01;-2.86432363447992e-01
6.78000000000000e+03;1.07118450901865e-01;-2.86104644474354e-01
6.79000000000000e+03;1.06833854964088e-01;-2.85777526447312e-01
6.80000000000000e+03;1.06550350812907e-01;-2.85451008508289e-01
6.81000000000000e+03;1.06267933096457e-01;-2.85125089793242e-01
6.82000000000000e+03;1.05986596494056e-01;-2.84799769432781e-01
6.83000000000000e+03;1.05706335715995e-01;-2.84475046552265e-01
6.84000000000000e+03;1.05427145503339e-01;-2.84150920271920e-01
6.85000000000000e+03;1.05149020627726e-01;-2.83827389706937e-01
6.86000000000000e+03;1.04871955891163e-01;-2.83504453967579e-01
6.87000000000000e+03;1.04595946125833e-01;-2.83182112159281e-01
6.88000000000000e+03;1.04320986193891e-01;-2.82860363382755e-01
6.89000000000000e+03;1.04047070987273e-01;-2.82539206734085e-01
6.90000000000000e+03;1.03774195427501e-01;-2.82218641304831e-01
6.91000000000000e+03;1.03502354465487e-01;-2.81898666182119e-01
6.92000000000000e+03;1.03231543081344e-01;-2.81579280448745e-01
6.93000000000000e+03;1.02961756284194e-01;-2.81260483183262e-01
6.94000000000000e+03;1.02692989111978e-01;-2.80942273460079e-01
6.95000000000000e+03;1.02425236631271e-01;-2.80624650349548e-01
6.96000000000000e+03;1.02158493937093e-01;-2.80307612918060e-01
6.97000000000000e+03;1.01892756152723e-01;-2.79991160228131e-01
6.98000000000000e+03;1.01628018429518e-01;-2.79675291338492e-01
6.99000000000000e+03;1.01364275946728e-01;-2.79360005304173e-01
7.00000000000000e+03;1.01101523911315e-01;-2.79045301176594e-01
7.01000000000000e+03;1.00839757557774e-01;-2.78731178003646e-01
7.02000000000000e+03;1.00578972147953e-01;-2.78417634829778e-01
7.03000000000000e+03;1.00319162970874e-01;-2.78104670696075e-01
7.04000000000000e+03;1.00060325342561e-01;-2.77792284640343e-01
7.05000000000000e+03;9.98024546058593e-02;-2.77480475697190e-01
7.06000000000000e+03;9.95455461302655e-02;-2.77169242898100e-01
7.07000000000000e+03;9.92895953117534e-02;-2.76858585271518e-01
7.08000000000000e+03;9.90345975726026e-02;-2.76548501842923e-01
7.09000000000000e+03;9.87805483612277e-02;-2.76238991634905e-01
7.10000000000000e+03;9.85274431520100e-02;-2.75930053667240e-01
7.11000000000000e+03;9.82752774451291e-02;-2.75621686956964e-01
7.12000000000000e+03;9.80240467663960e-02;-2.75313890518445e-01
7.13000000000000e+03;9.77737466670875e-02;-2.75006663363460e-01
7.14000000000000e+03;9.75243727237821e-02;-2.74700004501257e-01
7.15000000000000e+03;9.72759205381963e-02;-2.74393912938635e-01
7.16000000000000e+03;9.70283857370224e-02;-2.74088387680004e-01
7.17000000000000e+03;9.67817639717678e-02;-2.73783427727461e-01
7.18000000000000e+03;9.65360509185948e-02;-2.73479032080851e-01
7.19000000000000e+03;9.62912422781615e-02;-2.73175199737839e-01
7.20000000000000e+03;9.60473337754649e-02;-2.72871929693971e-01
7.21000000000000e+03;9.58043211596836e-02;-2.72569220942738e-01
7.22000000000000e+03;9.55622002040224e-02;-2.72267072475644e-01
7.23000000000000e+03;9.53209667055583e-02;-2.71965483282267e-01
7.24000000000000e+03;9.50806164850865e-02;-2.71664452350318e-01
7.25000000000000e+03;9.48411453869686e-02;-2.71363978665705e-01
7.26000000000000e+03;9.46025492789813e-02;-2.71064061212592e-01
7.27000000000000e+03;9.43648240521661e-02;-2.70764698973460e-01
7.28000000000000e+03;9.41279656206801e-02;-2.70465890929163e-01
7.29000000000000e+03;9.38919699216482e-02;-2.70167636058986e-01
7.30000000000000e+03;9.36568329150159e-02;-2.69869933340705e-01
7.31000000000000e+03;9.34225505834033e-02;-2.69572781750640e-01
7.32000000000000e+03;9.31891189319599e-02;-2.69276180263710e-01
7.33000000000000e+03;9.29565339882209e-02;-2.68980127853491e-01
7.34000000000000e+03;9.27247918019640e-02;-2.68684623492266e-01
7.35000000000000e+03;9.24938884450676e-02;-2.68389666151079e-01
7.36000000000000e+03;9.22638200113694e-02;-2.68095254799791e-01
7.37000000000000e+03;9.20345826165270e-02;-2.67801388407124e-01
7.38000000000000e+03;9.18061723978781e-02;-2.67508065940719e-01
7.39000000000000e+03;9.15785855143027e-02;-2.67215286367183e-01
7.40000000000000e+03;9.13518181460864e-02;-2.66923048652140e-01
7.41000000000000e+03;9.11258664947835e-02;-2.66631351760275e-01
7.42000000000000e+03;9.09007267830823e-02;-2.66340194655389e-01
7.43000000000000e+03;9.06763952546704e-02;-2.66049576300441e-01
7.44000000000000e+03;9.04528681741018e-02;-2.65759495657597e-01
7.45000000000000e+03;9.02301418266639e-02;-2.65469951688276e-01
7.46000000000000e+03;9.00082125182467e-02;-2.65180943353194e-01
7.47000000000000e+03;8.97870765752113e-02;-2.64892469612410e-01
7.48000000000000e+03;8.95667303442611e-02;-2.64604529425369e-01
7.49000000000000e+03;8.93471701923123e-02;-2.64317121750947e-01
7.50000000000000e+03;8.91283925063664e-02;-2.64030245547492e-01
7.51000000000000e+03;8.89103936933830e-02;-2.63743899772868e-01
7.52000000000000e+03;8.86931701801538e-02;-2.63458083384495e-01
7.53000000000000e+03;8.84767184131771e-02;-2.63172795339391e-01
7.54000000000000e+03;8.82610348585335e-02;-2.62888034594211e-01
7.55000000000000e+03;8.80461160017628e-02;-2.62603800105289e-01
7.56000000000000e+03;8.78319583477403e-02;-2.62320090828675e-01
7.57000000000000e+03;8.76185584205562e-02;-2.62036905720175e-01
7.58000000000000e+03;8.74059127633935e-02;-2.61754243735390e-01
7.59000000000000e+03;8.71940179384086e-02;-2.61472103829751e-01
7.60000000000000e+03;8.69828705266118e-02;-2.61190484958557e-01
7.61000000000000e+03;8.67724671277484e-02;-2.60909386077013e-01
7.62000000000000e+03;8.65628043601815e-02;-2.60628806140264e-01
7.63000000000000e+03;8.63538788607750e-02;-2.60348744103432e-01
7.64000000000000e+03;8.61456872847775e-02;-2.60069198921647e-01
7.65000000000000e+03;8.59382263057069e-02;-2.59790169550088e-01
7.66000000000000e+03;8.57314926152362e-02;-2.59511654944011e-01
7.67000000000000e+03;8.55254829230795e-02;-2.59233654058784e-01
7.68000000000000e+03;8.53201939568797e-02;-2.58956165849923e-01
7.69000000000000e+03;8.51156224620954e-02;-2.58679189273118e-01
7.70000000000000e+03;8.49117652018906e-02;-2.58402723284272e-01
7.71000000000000e+03;8.47086189570235e-02;-2.58126766839526e-01
7.72000000000000e+03;8.45061805257369e-02;-2.57851318895295e-01
7.73000000000000e+03;8.43044467236490e-02;-2.57576378408294e-01
7.74000000000000e+03;8.41034143836450e-02;-2.57301944335573e-01
7.75000000000000e+03;8.39030803557701e-02;-2.57028015634542e-01
7.76000000000000e+03;8.37034415071222e-02;-2.56754591263001e-01
7.77000000000000e+03;8.35044947217454e-02;-2.56481670179172e-01
7.78000000000000e+03;8.33062369005258e-02;-2.56209251341724e-01
7.79000000000000e+03;8.31086649610858e-02;-2.55937333709800e-01
7.80000000000000e+03;8.29117758376805e-02;-2.55665916243047e-01
7.81000000000000e+03;8.27155664810948e-02;-2.55394997901643e-01
7.82000000000000e+03;8.25200338585405e-02;-2.55124577646319e-01
7.83000000000000e+03;8.23251749535547e-02;-2.54854654438393e-01
7.84000000000000e+03;8.21309867658985e-02;-2.54585227239787e-01
7.85000000000000e+03;8.19374663114570e-02;-2.54316295013059e-01
7.86000000000000e+03;8.17446106221390e-02;-2.54047856721423e-01
7.87000000000000e+03;8.15524167457786e-02;-2.53779911328780e-01
7.88000000000000e+03;8.13608817460362e-02;-2.53512457799734e-01
7.89000000000000e+03;8.11700027023014e-02;-2.53245495099620e-01
7.90000000000000e+03;8.09797767095954e-02;-2.52979022194531e-01
7.91000000000000e+03;8.07902008784752e-02;-2.52713038051333e-01
7.92000000000000e+03;8.06012723349376e-02;-2.52447541637693e-01
7.93000000000000e+03;8.04129882203239e-02;-2.52182531922101e-01
7.94000000000000e+03;8.02253456912261e-02;-2.51918007873890e-01
7.95000000000000e+03;8.00383419193928e-02;-2.51653968463260e-01
7.96000000000000e+03;7.98519740916358e-02;-2.51390412661296e-01
7.97000000000000e+03;7.96662394097384e-02;-2.51127339439992e-01
7.98000000000000e+03;7.94811350903627e-02;-2.50864747772270e-01
7.99000000000000e+03;7.92966583649589e-02;-2.50602636632001e-01
8.00000000000000e+03;7.91128064796745e-02;-2.50341004994021e-01
8.01000000000000e+03;7.89295766952643e-02;-2.50079851834160e-01
8.02000000000000e+03;7.87469662870011e-02;-2.49819176129249e-01
8.03000000000000e+03;7.85649725445869e-02;-2.49558976857150e-01
8.04000000000000e+03;7.83835927720648e-02;-2.49299252996766e-01
8.05000000000000e+03;7.82028242877311e-02;-2.49040003528064e-01
8.06000000000000e+03;7.80226644240490e-02;-2.48781227432095e-01
8.07000000000000e+03;7.78431105275611e-02;-2.48522923691003e-01
8.08000000000000e+03;7.76641599588050e-02;-2.48265091288053e-01
8.09000000000000e+03;7.74858100922270e-02;-2.48007729207641e-01
8.10000000000000e+03;7.73080583160978e-02;-2.47750836435313e-01
8.11000000000000e+03;7.71309020324286e-02;-2.47494411957781e-01
8.12000000000000e+03;7.69543386568871e-02;-2.47238454762940e-01
8.13000000000000e+03;7.67783656187155e-02;-2.46982963839886e-01
8.14000000000000e+03;7.66029803606470e-02;-2.46727938178925e-01
8.15000000000000e+03;7.64281803388246e-02;-2.46473376771596e-01
8.16000000000000e+03;7.62539630227200e-02;-2.46219278610682e-01
8.17000000000000e+03;7.60803258950524e-02;-2.45965642690225e-01
8.18000000000000e+03;7.59072664517085e-02;-2.45712468005542e-01
8.19000000000000e+03;7.57347822016630e-02;-2.45459753553239e-01
8.20000000000000e+03;7.55628706668995e-02;-2.45207498331225e-01
8.21000000000000e+03;7.53915293823317e-02;-2.44955701338724e-01
8.22000000000000e+03;7.52207558957256e-02;-2.44704361576292e-01
8.23000000000000e+03;7.50505477676217e-02;-2.44453478045828e-01
